id,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
5L0V4A3Wqklk0cv7TgjSxw==,Palermo,3,1,85,76,295000,Departamento
WOUo4UYziZ54dOrqihtZfA==,Palermo,3,1,108,84,265000,Departamento
DhUfR+N4gtjNyQtvKlC+hA==,Palermo,3,1,85,76,295000,Departamento
yM5JjHMVRQ8/1b9ZBNRMAQ==,Palermo,1,1,73,33,160000,Departamento
zeUqxh3HxaI+XKlnISMeOw==,Barracas,2,1,44,44,108000,Departamento
v55bxQ2Ml2lqOb0xuY4zsg==,Belgrano,3,2,84,78,295000,Departamento
VZOGFPPTvxcXAHZh0X//HA==,Belgrano,2,1,65,48,250000,Departamento
OS/Xvf+gaLB3RyhFTjmdMQ==,Belgrano,4,2,73,63,200000,Departamento
L3OuYcY+HbDPPnvQZKi/9g==,Belgrano,4,3,130,130,680000,Departamento
Q/nZWfKZ1Ls22AbcKj653Q==,Belgrano,5,3,233,192,539000,Departamento
fWAqXxNo8h4+NxHqsAZOWw==,Paternal,1,1,35,32,90000,Departamento
Bl/idkQuAWXUlGPgJ4LuEA==,Recoleta,2,1,33,33,108000,Departamento
XbQNm8hodzNj5gJ8ajcKRw==,Recoleta,1,1,37,32,165000,Departamento
oxl8D5T//JN1qctZyejnOg==,Recoleta,2,1,115,115,230000,Departamento
Mf3A9gVG/uNKpNOpFso67g==,Recoleta,2,1,90,55,175000,Departamento
gY9lx7DNVBPi568BwDBwjA==,Balvanera,2,1,33,33,72900,Departamento
ME/LM3gm1K+Qte5L2dyrJw==,Balvanera,2,1,33,33,72900,Departamento
wnh6zIGg5154CEvwJcbJjg==,Caballito,3,2,75,71,278000,Departamento
gL+RjyM4hUCl/c4x/ZYD6A==,Caballito,3,1,58,53,175000,Departamento
v7ivw7UMY9LZ1zeYrx+GQQ==,Caballito,2,1,32,28,90000,Departamento
ArxHH8S4QvAjASRC1j4lrg==,Caballito,1,1,50,47,140000,Departamento
OzlOMrR6CB7WiAHQynIwDw==,Caballito,4,3,115,103,420000,Departamento
RbP5MWsv5aQGu1X7RGAcCw==,Caballito,2,1,46,42,143000,Departamento
mpgyw/tZtAs4RzNwyk6Scw==,Mataderos,1,1,32,32,73000,Departamento
YI9Z1CLyw0kOJqP6gNU4eA==,Monserrat,1,1,38,38,98000,Departamento
0ZtHXBemay7N1aITxzNMCA==,Tribunales,4,2,106,101,259000,Departamento
EX4JAvUD/baYobjGkYOOGA==,Barrio Norte,1,1,30,30,96900,Departamento
AsfY9Kk5ugKLU1NMkdsx7Q==,Barrio Norte,1,1,30,30,89000,Departamento
ZmqmtuhlMr2gEQKJruv3aw==,Barrio Norte,1,1,45,35,170000,Departamento
33YgDwH1+Qinxo06WY6xAw==,Barrio Norte,1,1,34,29,130000,Departamento
mYyVaP52QLOeUBRQYkFaBg==,Barrio Norte,1,1,34,29,120000,Departamento
3Z5VeGLv7xYfF8U36Xwnhw==,Villa Crespo,1,1,44,40,118125,Departamento
5BGSFKPS3ZmQqAWsIYxQdA==,Villa Crespo,3,1,61,61,153000,Departamento
zvgrKXmMTml1g6/uykhtPg==,Villa Crespo,1,1,38,34,95000,Departamento
hMyhpaQWUUNXDw5jY4g+XQ==,Villa Devoto,4,2,126,126,420000,Departamento
mjyQtHKUkoV7n3dCGI2P2g==,Villa Devoto,3,1,81,70,250000,Departamento
iCV9vkXqfbL/DGw4/nR3Gg==,Constitución,1,1,38,38,98000,Departamento
gcsnwHLDP8J7uyQrIJFA2Q==,Puerto Madero,2,1,70,60,250000,Departamento
beZ0859to6e8EvSyqnrOiw==,San Cristobal,1,1,34,34,84000,Departamento
qLheeFFMJKYSuIi90Ov8Qw==,Villa Ortuzar,2,1,45,40,135000,Departamento
yVOGu1ZFXGTbxScYMiSG3A==,Villa Urquiza,1,2,48,42,117500,Departamento
PZw9MSMnRcV62bDhGwxdPA==,Parque Chacabuco,1,1,38,32,80660,Departamento
1a1SvHSs3ZoL65s3YpQ+ew==,Parque Chacabuco,1,1,63,42,103175,Departamento
L/wOBGorITYT9nvL0aycCw==,Parque Chacabuco,3,1,58,53,175000,Departamento
mgrJaOrpd5PEPUSVXcPRpA==,Villa del Parque,2,1,73,73,210000,Departamento
ifZfPNmSSlT5x9w843GXrA==,Villa del Parque,2,2,72,72,215000,Departamento
efv448cbO1AgPvb/M8vlwg==,Parque Centenario,1,1,35,32,98000,Departamento
3XMLlQDFK3SHysyC0SnG+A==,Villa Pueyrredón,1,1,38,35,92000,Departamento
DcN+tQy4E+ktfgHGWCOATg==,Villa General Mitre,3,1,77,68,165000,Departamento
lileN2bHRz+mBWWJao1siQ==,Palermo,1,1,40,37,157000,Departamento
b3LiD+BZBhm0BMwg2Wwmbw==,Flores,4,2,75,75,75000,PH
16BWI1SDmGdosO4v7f26fg==,Palermo,2,1,178,90,178000,PH
QwLODk4HeEaOSMy0exDNfw==,Palermo,2,1,193,193,430000,Casa
/sjawyKHaJ3YVW0ghqWAKg==,Once,2,1,37,31,100000,Departamento
2WuElPVSpySlhNxgpr2gTg==,Flores,2,1,74,65,85000,Departamento
x5gf8is5s/sjbqe8s6cQtA==,Flores,2,1,46,39,137000,Departamento
I4bzOl20Aag8RoB9R7EUEA==,Flores,2,1,34,34,69500,Departamento
mKykgYYiXzhao74cku9ybw==,Flores,2,1,54,43,107000,Departamento
7V53e7ly3Yjq/CSw4JWjJg==,Nuñez,2,1,38,38,115000,Departamento
JgmaHldjhVMWF5yybPY75g==,Retiro,2,1,28,28,80000,Departamento
qHWxgkBebAXHBkRwywD9ag==,Retiro,2,1,28,28,95000,Departamento
Sk8rlaVElY/bLAZQyCwNuA==,Almagro,2,1,45,45,84000,Departamento
EbofKRyKoCCFnNcrTcgbfQ==,Almagro,1,1,29,29,69500,Departamento
CWq0T9y1+/u44tGdrClVOQ==,Liniers,2,1,47,41,93000,Departamento
dwALVKjESUbYQaK+omoAEQ==,Palermo,1,1,29,26,98000,Departamento
xhK80DSu3whPTR8PMgiakw==,Palermo,2,2,55,50,290000,Departamento
gPPEpjvpAym47TjUVUfMbA==,Palermo,2,1,38,38,95000,Departamento
5BU7OnC5N6P4U/4YvLglCQ==,Palermo,2,1,38,38,95000,Departamento
qiJEMNa6bsyEmFOdTyuw6Q==,Palermo,2,1,45,39,175000,Departamento
3QVwdADupEOphdYTZqLi+Q==,Palermo,2,1,35,35,115000,Departamento
7wglLyMeqZ4LcPXW4yYrPA==,Palermo,1,1,35,34,130000,Departamento
Uw6JH9eSeFwnxicOLwWIrQ==,Palermo,2,1,43,39,170000,Departamento
/X7OLiM+yz1pzis33Tf+nA==,Palermo,2,1,65,56,240000,Departamento
gxGT7OJGWeJK2Y8nzmmY4Q==,Palermo,2,2,68,56,348000,Departamento
TOfQPCdg66/DSED0gEIHxg==,Palermo,2,1,36,36,93000,Departamento
oujpXlOwtNs6H4PsmnrHpQ==,Palermo,2,1,40,32,119000,Departamento
U20Nth4ZUy+Bg1sLm7YPAg==,Belgrano,2,1,53,46,152000,Departamento
2yQ41gfYc4D6F5q1KUKshg==,Belgrano,2,1,51,43,145000,Departamento
lYisbhCm/LTaLWfU/oB66g==,Belgrano,2,1,75,69,175000,Departamento
l/b18b3jsiaWQzi3gCGyTA==,Congreso,2,1,44,44,108000,Departamento
DauFoI7wvEFB67npt5FJQQ==,Congreso,2,1,44,44,93000,Departamento
45RwRZAlCyvdkSMzEsf18g==,Recoleta,2,1,36,36,127000,Departamento
i68GfUXgJef11lJmKk0B9g==,Saavedra,2,1,68,52,169500,Departamento
pv8Yq+cQ0H5qreLbuDIiUA==,Balvanera,1,1,36,33,74000,Departamento
9uNadNAK9pPxq4DIh8BsMQ==,Caballito,2,1,37,37,110000,Departamento
4J53Nnk8oxdrcXQ/l4QMwA==,Caballito,2,1,44,37,110000,Departamento
yIB2n5DChp/AAh7Fao8kcg==,Caballito,2,1,49,39,117000,Departamento
+mds+C3NbUWJbwR5g+qsgw==,Caballito,2,2,46,42,169000,Departamento
u5se/l5hKqtn5zmgwp1Ymg==,Caballito,2,1,37,37,110000,Departamento
hasvqVbgs9Tp2oS5XT/nJA==,Caballito,2,1,51,51,108000,Departamento
1KTj+6GZzMw0vcnnc12TQA==,Mataderos,1,1,38,35,97625,Departamento
OCBSptbMInqBWTc2JKLHSw==,Mataderos,2,1,64,54,110000,Departamento
bLbxs6xOcDklVy5cv0lU+A==,Monserrat,1,1,39,39,86000,Departamento
4qZ2/IDflP267uOtaeQtfQ==,San Telmo,2,1,63,43,210000,Departamento
o1xJCfSTdS47SFYxfyAj7w==,Colegiales,2,1,48,48,149000,Departamento
Vff0zZB4ckUChpIqzvk0Tg==,Colegiales,2,2,100,47,152700,Departamento
qbajmNF1ZBcy79JjLl5r7w==,Tribunales,2,1,51,48,149000,Departamento
9suDjTvIhliUjqRHCqKRGA==,Barrio Norte,1,1,32,32,90000,Departamento
ZczQ50n1eweuUMGXtaOyIA==,Barrio Norte,2,1,65,62,198000,Departamento
Tb7pB6n+kufCupkg8ZBUDQ==,Barrio Norte,2,1,40,37,105000,Departamento
5hOutK4E/YcW65C1uw1ynA==,Barrio Norte,2,1,40,32,119000,Departamento
Kehm/TsPxADEPP7nb1MvUw==,San Nicolás,2,1,40,40,92000,Departamento
IUBNjMWdcamXAo7NpnOPoA==,Villa Crespo,1,1,50,44,129500,Departamento
LIN4IZ2VvRErWRPhLCc9sA==,Villa Crespo,1,1,50,44,122500,Departamento
zfpus9zsQNDrHpd5l8r+vA==,Villa Crespo,1,1,34,30,87900,Departamento
vYnA7yW/qBapAy7F2IIXrw==,Villa Crespo,1,1,50,44,135400,Departamento
vnxuguWFbJtSqyDLSag8EQ==,Villa Crespo,1,1,50,44,128500,Departamento
shiD8rDsEejg/lKNagY5JQ==,Villa Crespo,2,1,63,60,125000,Departamento
7Ga5Rt/zUXo1baPqhI1lbg==,Villa Crespo,1,1,33,33,87500,Departamento
Ds2xbUxeTbt57ACxOQMjvQ==,Villa Crespo,1,1,33,30,92500,Departamento
D3Cc4QaS6NtpDrAyNPOPVw==,Villa Crespo,1,1,50,44,131700,Departamento
xnEH/DnDdcMshCBMX19g4g==,Villa Crespo,1,1,50,44,133500,Departamento
KBQyt7jq/Eyn8aXRpkbZ7Q==,Villa Crespo,1,1,50,44,137900,Departamento
m8EyeGwqBLTjp4B6Oddokg==,Villa Crespo,1,1,34,30,87700,Departamento
eenYcsYPgxbrzbaQjtLGOw==,Villa Crespo,1,1,34,30,90100,Departamento
r6wn+x3fw7+gfRM55xEagg==,Villa Crespo,1,1,50,44,130400,Departamento
LA9FCFvRi15p5pPRCaaSdg==,Villa Crespo,2,1,54,44,158000,Departamento
kvcx8fX9Mt379As/sFInCA==,Villa Devoto,2,1,46,40,159000,Departamento
ZE7PAczZn5hozQi4QWo+tg==,Villa Ortuzar,2,1,43,43,135500,Departamento
YwhCy4LOLU5miJrWLx66hg==,Villa Urquiza,2,1,65,52,165000,Departamento
jlU8bdSFayVtSM/yp/2R3Q==,Villa Urquiza,2,1,44,44,135000,Departamento
/I5JxBbr5AKrGWH7BBX3cQ==,Villa Urquiza,2,1,43,40,150000,Departamento
O/x+HBmY5GegXchi2Yi0bQ==,Villa Urquiza,2,1,56,49,175000,Departamento
wKIR1tOMoJW4+isYJ4jNgQ==,Parque Chacabuco,1,1,58,58,116768,Departamento
x/cwBKKzwlWiefgHjzzpnQ==,Parque Chacabuco,1,1,58,52,119260,Departamento
8g8B/0L66GLJN4yLUzlj6w==,Parque Chacabuco,1,1,56,39,72000,Departamento
28A5WDCCRcfsuoOTcBaNvA==,Villa del Parque,2,1,47,44,104000,Departamento
jra4fYn7MA5TgYOicfK2SA==,Villa del Parque,1,1,43,39,114000,Departamento
s+Pm9O2GJC63qhmBSmz4Ag==,Villa del Parque,2,1,99,41,155000,Departamento
ztvVnLULMpULjVlGcqnZGg==,Parque Centenario,2,1,47,47,140000,Departamento
FIz4AjSFcPOdb2KPkBCl1w==,Flores,3,1,90,90,172000,PH
vZRvUD2X86ZAA7K+DkN3hQ==,Flores,3,1,90,80,125000,PH
3fHej5tbvjNICDCBZ2wKjw==,Liniers,3,2,150,150,180000,PH
8vMMY9iu8yh2T9+6OdRs1g==,Palermo,3,1,45,45,143000,PH
ug0x3lqyH/9B6G2ywENkmg==,Villa Crespo,3,2,105,84,199000,PH
1NZk+SoftKdyegmF3E2PGw==,Villa Urquiza,3,1,82,66,184000,PH
5493jijbZyyD4eq8yfZTCQ==,Villa del Parque,3,1,122,122,185000,PH
S2VFu0AOXVea9JI1MZ+IUg==,Villa del Parque,3,1,86,86,179900,PH
+XPwTPpA0z89vVyYYmQ/Rw==,Palermo,3,2,128,128,449000,Casa
g5CzultJcxg1T6chDdiFUg==,Boedo,3,1,63,63,134000,Departamento
zraQ8irf5G0kDPcRuvK2ZQ==,Abasto,3,2,70,58,185000,Departamento
pW3kC0CFxg/Zk3sreuKONA==,Flores,3,2,171,171,152000,Departamento
wmMw60lSg2zsBSECNmPeTA==,Flores,3,1,108,108,165000,Departamento
QOucty32uHt7VnJHzSmQkg==,Nuñez,3,1,53,53,155000,Departamento
zoEsQFpG/E4wqk1odt1cCg==,Nuñez,3,1,65,57,240000,Departamento
yLlETf4CWI2yqH1RShSnvA==,Retiro,2,1,88,88,204000,Departamento
Ltb1Og3kjCP3gRHaQyYCxg==,Almagro,3,2,107,98,197000,Departamento
8WsThvczOwhTA6H9byMv3g==,Almagro,3,1,73,68,215000,Departamento
pIfGIZLexUJXK66lDs/oig==,Almagro,3,1,100,85,167000,Departamento
ssgQ1d6cx5ec/imJkYcJSQ==,Palermo,3,1,45,45,185000,Departamento
7GvGFg7j5WzBwcu0m/44eA==,Palermo,3,1,69,59,273000,Departamento
neQnjsD8If0PMa4JCKLVgA==,Palermo,3,2,75,75,295000,Departamento
z0vCmt6GlWuidH3daZHFSw==,Palermo,3,2,64,60,149000,Departamento
Hsnl43Kb3VS7W/0rnODPWA==,Palermo,3,1,84,76,235000,Departamento
rXFljq30hh81HR2QfAN5RA==,Palermo,3,1,63,55,165100,Departamento
BXpdxCLdb9ymKz3UKCyZ4Q==,Palermo,3,1,70,64,155000,Departamento
oHJyA6OK7j1glI3KESkcxw==,Belgrano,3,2,100,81,240460,Departamento
CLgdCXAwlZebpE/qrtQS6g==,Belgrano,3,2,87,75,243050,Departamento
OBoEArGPydno6CwpT9aBEg==,Belgrano,3,2,93,93,285000,Departamento
j3qnz1xle/KN1BNhPc+gbg==,Belgrano,3,2,86,81,230820,Departamento
Lu/nZvWPmeVIx3A/ul+ZFQ==,Belgrano,3,2,101,92,320000,Departamento
80yBrG0GAsxj9MPoyG7gyw==,Paternal,3,2,76,65,208300,Departamento
13GNReDlGcqvOjyH3S4OEQ==,Recoleta,3,1,57,57,225000,Departamento
WrOOOMNTfkHRhIs2AgpZJw==,Recoleta,3,1,80,80,253000,Departamento
zrbvfyLa98cYxbUQHp5SuQ==,Recoleta,4,2,157,146,520000,Departamento
n9CA4SZQNUemrB5AcM4vmA==,Balvanera,3,1,85,85,140000,Departamento
NyVHytt1FTJQZIjv0t8mbA==,Caballito,3,1,55,55,95999,Departamento
s2O226segeYHKtAWrof7CA==,Caballito,3,3,96,85,245000,Departamento
ylTpb4E6oR7nM+L+68tOLA==,Caballito,3,1,70,59,166900,Departamento
DaXHSpGP3FnVWqGfHTh9ZA==,Caballito,3,1,65,65,160000,Departamento
Ztljx31ngWb1MRglMgcLpQ==,Caballito,3,1,43,43,134000,Departamento
2AUDdkexCpj8hVLW1nmMgA==,Chacarita,3,1,72,55,155000,Departamento
FeBCabWbjanwFTIITQjBCg==,Colegiales,3,1,58,54,162000,Departamento
ybfdr4v9z7Cp8O/r/TC4Ag==,Barrio Norte,3,1,53,53,169900,Departamento
H8YtJ7Yu0OfNo4cMPJ6mcg==,Barrio Norte,3,2,72,72,180000,Departamento
p5IwBOhW/dkcXOULi2Fxcw==,Barrio Norte,3,2,86,81,495000,Departamento
mfm4H+Qld9D6cEk++ohe8g==,Villa Crespo,3,1,59,59,115000,Departamento
m30Wo3dMi4q+ZyKRYpozAQ==,Villa Crespo,3,2,84,65,218500,Departamento
GVxV9WzJN8j9IOV2AOYwtQ==,Villa Devoto,3,1,60,60,148000,Departamento
Bqlk2BCinobMPBPn96M/wA==,Villa Urquiza,3,1,78,78,280000,Departamento
m5M5dfFlkQ28y5x1quwbDg==,Parque Avellaneda,3,1,57,57,90000,Departamento
Q+lvqSE32Z4bd/c3dWE29A==,Boedo,4,2,225,165,310000,PH
eZeJ4v6JDw7HObmkL/fXiw==,Belgrano,4,2,112,76,400000,PH
reUDbdvJblAmY3J3Lqj0lQ==,Villa del Parque,4,1,104,47,165000,PH
CLM5VCTF+k3vQbf2bvpm4A==,Flores,4,2,153,91,220000,Casa
vY9mscsxPaag0q558lMCuw==,Liniers,5,2,140,140,179000,Casa
q5O/O4zcp8oOtSMv12we6Q==,Palermo,5,3,300,215,880000,Casa
KHOgk2tfT1b4PXizBRlfNA==,Abasto,4,1,86,78,164900,Departamento
QQgBtO1Q0jANDJUbqTytLg==,Almagro,4,3,101,91,220000,Departamento
Idfys8dcP7B3jFM3gi15Fg==,Almagro,4,1,80,65,235000,Departamento
TpfSmAr4/jEoYjhfNcBk3w==,Almagro,4,1,104,92,236000,Departamento
698gWrDhlOB/TXYNKqxuqA==,Palermo,6,2,213,213,810000,Departamento
bE8duMl1VkVa9wwfgfBLyQ==,Palermo,4,3,158,135,520000,Departamento
cSG0IJOOkwCifhPJ/YnVOQ==,Belgrano,4,2,155,155,352000,Departamento
TnsPUw/ufBT82yI3ekiBOg==,Belgrano,4,2,119,74,450000,Departamento
vMf5PINeZin/91NT7R7cPw==,Belgrano,4,2,125,102,304900,Departamento
GEa2MMPIxSqgN89gxmVUtQ==,Belgrano,4,2,111,100,295070,Departamento
KodaYALDAqxm3115cZ2Sig==,Belgrano,4,2,169,169,285000,Departamento
ujc+hA8RwXGvD1jp+JN9Wg==,Balvanera,4,2,136,92,260000,Departamento
+LDZhYZZDI0wobV4mU1iYg==,Caballito,4,2,210,200,400000,Departamento
ISfiY68bNgYO47G89bV7ng==,Caballito,4,4,134,118,299000,Departamento
b5/SEoEvUbMH77oZFOLjLw==,San Telmo,4,2,69,65,148000,Departamento
bazRK7HQRxQ2Cic0/xscew==,Villa Luro,4,3,100,90,395000,Departamento
iZy4B8dlNdBXUfw36xA6Dg==,Barrio Norte,4,2,99,95,230000,Departamento
nYXlWeoL/HDHLBzJg3SgWw==,San Cristobal,4,1,74,74,120000,Departamento
rNeKk904qijSC9X3uu5qGQ==,San Cristobal,5,1,85,85,230000,Departamento
XPiX3I4WvXCK3kEGqD64UQ==,Palermo,5,2,120,92,175000,PH
l0LZUYYMa67wJ2TXLX+0sA==,Caballito,5,2,149,149,270000,PH
g+nIxy7dTbc8E4NlWQ43EQ==,Caballito,5,2,130,120,259000,PH
j4/6Wr4cV0lIu0TjKesKsA==,Villa Crespo,5,2,149,149,280000,PH
x8QycTLvN8DwHe+ERnygdQ==,Palermo,4,2,117,117,450000,Departamento
UtB34sok+n7fwr3+19WwrQ==,Belgrano,5,2,160,151,425000,Departamento
XW6gbDrVgt4eWg5J/4TLww==,Belgrano,5,3,178,173,519000,Departamento
QupeRS8frS6Uf3jTO0NgYQ==,Caballito,5,2,210,200,400000,Departamento
ZL1aNi5dZ182cloh24Fz/g==,Caballito,5,2,96,93,298000,Departamento
ixCeOzdcp5llCDDMDg9j6A==,Caballito,5,4,200,178,351000,Departamento
SEE4L6RbyR+j8AxNO0xTFQ==,Monserrat,4,2,286,196,239000,Departamento
lBMFRY2omKrPlGrcD5tDUg==,Villa Crespo,5,2,210,200,400000,Departamento
02N3V9kf+LiXfj+fUXizLQ==,Boedo,6,4,189,189,315000,Departamento
6rXUZuWMnamEVZ2boKrBEg==,Palermo,3,1,90,64,145000,PH
S54pTFkupw2R5YnTjZDzPA==,Palermo,2,1,64,48,160000,PH
Lnj8ZQN2Sz56C13sJS3kuQ==,Monserrat,6,2,137,128,209000,PH
jUc8GFvWbQo9rrummr5brQ==,Agronomía,5,1,220,134,273000,PH
z+6XfauaPPmWQZOleGfdSA==,Constitución,6,2,137,128,209000,PH
ex12LIPppAtY8RpBhEFgUg==,Villa del Parque,2,1,46,38,118000,PH
SEuclkEEUWuJeoLGE8NC7w==,Villa del Parque,2,1,38,32,90000,PH
Z+MfvciedwudubHRxJ6iAQ==,Villa Pueyrredón,3,2,80,60,175000,PH
2UeuKiPTxL7fohGNoZaCAw==,Floresta,1,1,39,37,82000,Casa
lubH/xy2rYSH6AYkx7G7EQ==,Colegiales,2,2,90,76,279000,Casa
L/ehZWLLgAuwembzN4IqEA==,Villa Devoto,4,3,276,186,395000,Casa
J2jJkTp6K/0YZdgNwoPkiA==,Abasto,1,1,28,28,99000,Departamento
UloPvRpfe80N8AVpUkfYBg==,Flores,1,1,34,31,75000,Departamento
BCLi5KbLjGNt/abnvmdxgA==,Flores,4,3,118,106,299500,Departamento
9syrEZtqP13My3hS1vPS8Q==,Flores,4,3,105,90,269500,Departamento
3px7BBDPRN42Iud0ba0sAQ==,Nuñez,3,1,82,60,262000,Departamento
sfxOm6wk8TQp2GFMANouQA==,Nuñez,2,1,45,45,103000,Departamento
SYv7rhBVz8lkrdoq2fGE+A==,Nuñez,3,1,70,70,203000,Departamento
yxu3MmkC46OBTtelbkJPFw==,Retiro,2,1,43,43,130000,Departamento
6lYU9aBLHk7ng8BhKhB6GA==,Retiro,2,1,46,46,120000,Departamento
KXlIy6weI5GVOL1/VWXMiQ==,Almagro,1,1,28,28,99000,Departamento
85l8lOrSeZtiGT4ya425CA==,Almagro,1,1,40,37,128000,Departamento
oLkuDQnaEW8GFtAj82MNvg==,Almagro,3,1,66,61,125000,Departamento
T6FiiF5cNdTQYN/Wkm9BNQ==,Liniers,3,2,100,87,370000,Departamento
MDAHHZokY0gakcVGon0cOQ==,Palermo,1,1,40,35,185000,Departamento
CgyxfaQubaox2jdQ3+2ktg==,Palermo,1,1,34,30,110630,Departamento
yUbD7LW4wBBYoe98smLTiA==,Palermo,1,1,35,32,112125,Departamento
CiqFTb7Y9SJ3YtsECl0qfg==,Palermo,1,1,35,32,105667,Departamento
RFM82pDW6eGlQ6qPp1IiuQ==,Palermo,1,1,35,32,112125,Departamento
79hLohtaQK2GN8+pPmP9ug==,Palermo,1,1,34,31,112125,Departamento
E2/3Nsw/scY0pgrEBSrR6w==,Palermo,1,1,35,32,112125,Departamento
babBp5S7Z19JFYmC4cMUBg==,Palermo,1,1,35,32,112125,Departamento
dRa9EA1Bct2BKh9q6E76/g==,Palermo,1,1,35,32,107281,Departamento
1n2VEQlKBKEJSK5hdQa1BA==,Palermo,1,1,40,36,135324,Departamento
EQq9R5StUaOX4ngX94I0Mg==,Palermo,1,1,34,30,108542,Departamento
QRVRu85lgGid0ysKuhSsNA==,Palermo,3,1,60,60,320000,Departamento
KDQceTif2V4I8F8TqOhbyA==,Palermo,1,1,44,32,112125,Departamento
39Sjaiy33sYi9eg3R3Mo1A==,Palermo,1,1,35,32,112125,Departamento
O2rZpmUaOd32byVeUQDDPg==,Palermo,4,1,82,72,315000,Departamento
gmNNmX1XR6JSphEzwRtvgg==,Palermo,1,1,128,123,396991,Departamento
vCI7utvT4sikWlFbKLpwIA==,Palermo,1,1,53,35,153667,Departamento
hptC3uLghpkFuc2xIB01Og==,Palermo,1,1,35,31,112125,Departamento
H/K7ivutcpbn/oZ9p+V6IA==,Palermo,1,1,35,32,108542,Departamento
1WK+y1ixCUz9leBGACP8JQ==,Palermo,1,1,34,31,107952,Departamento
50kY+NEMX5wX094w0Eik2g==,Palermo,1,1,34,30,112125,Departamento
VBlvGqkTluIxe7XOSLAF8A==,Palermo,1,1,34,30,112125,Departamento
K65GVuo7ImG0QxrfbxFhEA==,Palermo,1,1,35,32,112125,Departamento
qoC0Z95ITJ3dieW8QSAx8g==,Palermo,1,1,35,31,112125,Departamento
Oq814Yy99EXFMWLP7RymEQ==,Palermo,1,1,35,32,111764,Departamento
47t6XtMXUsjvgpLUAPUi6A==,Palermo,1,1,63,35,164920,Departamento
PPGJXg5FT/2YEp7COSJK9Q==,Palermo,1,1,35,32,112125,Departamento
ERt3SrqGxnu5QtYhccmGcA==,Palermo,1,1,35,31,111086,Departamento
6aohP9JkJAVzsW3guosAaQ==,Palermo,2,1,61,57,210000,Departamento
wGkre5SR/RxVwxiC2yHi9g==,Palermo,1,1,34,30,112125,Departamento
FAh5pw0YqH772hW6uS866g==,Palermo,1,1,35,32,112125,Departamento
ABhSCnQzcvvzbyLwdyHEDw==,Palermo,1,1,34,31,112125,Departamento
v/yFZg00OmDffgEuAdi7tw==,Palermo,1,1,35,32,112125,Departamento
DRhVlyS9aD2WQTvxeyD+9A==,Palermo,1,1,35,32,112125,Departamento
zhGCZlqgMcQvXxKNGCLctg==,Palermo,1,1,35,32,112125,Departamento
37cEFVCjYQB2JoMig/LldA==,Palermo,2,1,29,29,100000,Departamento
Wfi2vpW10WlXmc2+WO83rg==,Palermo,1,1,34,31,112125,Departamento
GqLcxaMXiLLRaq/74B7lKQ==,Palermo,4,5,166,152,720000,Departamento
qg3zP16bbWrYDYsXU4POtw==,Palermo,1,1,34,30,106455,Departamento
iRDVd3syK1XXkEnoJRsVEA==,Palermo,1,1,35,32,109344,Departamento
cmf3lylvqdZs0UI+VmduGw==,Palermo,1,1,35,31,112125,Departamento
cjNUzd4DzbIXXvK21l6fZw==,Palermo,1,1,40,36,138203,Departamento
Y+Gt50s74BXJ5pj7vnczEg==,Palermo,1,1,35,32,110613,Departamento
kI8lwcjiNYbsPaiDYoS1KQ==,Palermo,1,1,35,31,108950,Departamento
1R9ylEF8KlJ7ATbK4TFejg==,Palermo,1,1,114,105,370326,Departamento
cPGzrSs6u2tXKJQMqRFibA==,Palermo,1,1,35,32,101917,Departamento
yha7bTsBUPSTo4m/S+Rs1Q==,Palermo,1,1,105,73,268972,Departamento
xpexq3HyHBszgA5d4onTcQ==,Palermo,1,1,128,123,405438,Departamento
G3cdPwRjnD9mHY+moM6SXQ==,Palermo,1,1,128,123,255932,Departamento
YtzZxGBtDTto2ulxEZPFOg==,Palermo,1,1,34,30,112125,Departamento
NfkU7udxpvBr3qye4A8IeA==,Belgrano,1,1,33,33,92500,Departamento
jOcxyDV8pZMd/b7YF5BasQ==,Belgrano,3,1,65,60,275000,Departamento
y6g8xBEDB8llPNqhVNw1mg==,Belgrano,3,1,53,51,138000,Departamento
wFzqn8cGffMprLztvbSQpQ==,Belgrano,2,1,48,45,135000,Departamento
YAwmYmYLLurQEWgtdISWZA==,Belgrano,4,3,232,232,780000,Departamento
6yUEJULRjz1M/5Qdj4oIzg==,Belgrano,4,3,130,113,640000,Departamento
SAdl8n0rta/cJXMY8HNNxg==,Belgrano,2,1,45,45,109000,Departamento
IRru4y2G9XxPE2DgSnxSEA==,Belgrano,2,1,89,89,235000,Departamento
snIXr6QYJRReIInLvIcU4Q==,Belgrano,1,1,33,33,92500,Departamento
al7mFJKtAT5FL4nmvvUfgg==,Belgrano,2,1,51,42,134000,Departamento
UIT7RZH9d+1QNwEYB03RHQ==,Belgrano,3,1,70,70,209000,Departamento
SuFyrrKO1zJy1/lrc4PISA==,Belgrano,3,1,52,50,159000,Departamento
jyQJhCYrG1jf/GzX77wUHg==,Belgrano,3,2,73,67,270000,Departamento
OB0Vf6F5p8mqPDIF6ha6MA==,Belgrano,4,3,179,156,660000,Departamento
MWfKGkUGAs20R+1B+oXYSQ==,Belgrano,4,1,126,115,310000,Departamento
ZwaQ7Of7PN/Hc+8V34+xaw==,Belgrano,5,2,187,187,910000,Departamento
